customer_id,customer_name,gender,age,city,state,customer_segment,signup_date
CUST0331,Customer_0331,Male,32,Chennai,Tamil Nadu,Small Business,2023-11-02
CUST0332,Customer_0332,Male,22,Kolkata,West Bengal,Small Business,2025-05-28
CUST0333,Customer_0333,Female,47,Bengaluru,Karnataka,Small Business,2025-05-21
CUST0334,Customer_0334,Female,43,Bengaluru,Karnataka,Consumer,2024-04-02
CUST0335,Customer_0335,Female,53,Delhi,Delhi,Small Business,2024-04-11
CUST0336,Customer_0336,Male,32,Kochi,Kerala,Consumer,2024-11-14
CUST0337,Customer_0337,Female,45,Delhi,Delhi,Small Business,2023-02-10
CUST0338,Customer_0338,Female,21,Hyderabad,Telangana,Small Business,2024-06-26
CUST0339,Customer_0339,Male,39,Chennai,Tamil Nadu,Corporate,2023-10-24
CUST0340,Customer_0340,Female,36,Kochi,Kerala,Small Business,2024-07-09
CUST0341,Customer_0341,Male,54,Pune,Maharashtra,Consumer,2023-11-22
CUST0342,Customer_0342,Male,50,Delhi,Delhi,Corporate,2023-01-29
CUST0343,Customer_0343,Male,28,Bengaluru,Karnataka,Corporate,2024-09-07
CUST0344,Customer_0344,Male,50,Delhi,Delhi,Small Business,2023-02-06
CUST0345,Customer_0345,Female,26,Pune,Maharashtra,Consumer,2024-02-16
CUST0346,Customer_0346,Female,29,Mumbai,Maharashtra,Consumer,2023-01-29
CUST0347,Customer_0347,Male,58,Hyderabad,Telangana,Corporate,2024-05-11
CUST0348,Customer_0348,Male,46,Kolkata,West Bengal,Corporate,2025-04-07
CUST0349,Customer_0349,Female,57,Chennai,Tamil Nadu,Consumer,2023-06-02
CUST0350,Customer_0350,Female,60,Jaipur,Rajasthan,Consumer,2024-08-28
CUST0351,Customer_0351,Female,35,Ahmedabad,Gujarat,Small Business,2023-12-29
CUST0352,Customer_0352,Female,47,Bengaluru,Karnataka,Consumer,2023-02-04
CUST0353,Customer_0353,Female,36,Kolkata,West Bengal,Corporate,2024-02-06
CUST0354,Customer_0354,Male,29,Jaipur,Rajasthan,Consumer,2024-11-27
CUST0355,Customer_0355,Male,48,Jaipur,Rajasthan,Small Business,2023-03-13
CUST0356,Customer_0356,Female,27,Mumbai,Maharashtra,Consumer,2023-01-11
CUST0357,Customer_0357,Female,26,Ahmedabad,Gujarat,Small Business,2024-04-03
CUST0358,Customer_0358,Male,21,Ahmedabad,Gujarat,Corporate,2023-02-18
CUST0359,Customer_0359,Female,35,Chennai,Tamil Nadu,Small Business,2025-03-09
CUST0360,Customer_0360,Male,40,Chennai,Tamil Nadu,Small Business,2023-04-13
CUST0361,Customer_0361,Female,36,Jaipur,Rajasthan,Consumer,2024-04-26
CUST0362,Customer_0362,Male,39,Hyderabad,Telangana,Corporate,2024-08-17
CUST0363,Customer_0363,Male,56,Kochi,Kerala,Consumer,2024-04-30
CUST0364,Customer_0364,Male,42,Kochi,Kerala,Corporate,2024-08-08
CUST0365,Customer_0365,Male,57,Kochi,Kerala,Small Business,2024-04-29
CUST0366,Customer_0366,Female,30,Ahmedabad,Gujarat,Consumer,2025-06-06
CUST0367,Customer_0367,Female,42,Kochi,Kerala,Corporate,2023-12-10
CUST0368,Customer_0368,Male,54,Chennai,Tamil Nadu,Small Business,2024-02-19
CUST0369,Customer_0369,Male,36,Bengaluru,Karnataka,Small Business,2023-04-02
CUST0370,Customer_0370,Male,44,Pune,Maharashtra,Small Business,2024-05-21
CUST0371,Customer_0371,Female,26,Kochi,Kerala,Consumer,2023-01-21
CUST0372,Customer_0372,Male,32,Kolkata,West Bengal,Consumer,2023-01-24
CUST0373,Customer_0373,Male,57,Ahmedabad,Gujarat,Corporate,2023-12-19
CUST0374,Customer_0374,Female,28,Chennai,Tamil Nadu,Corporate,2024-04-16
CUST0375,Customer_0375,Female,46,Jaipur,Rajasthan,Consumer,2023-11-08
CUST0376,Customer_0376,Female,36,Delhi,Delhi,Consumer,2023-12-18
CUST0377,Customer_0377,Female,33,Chennai,Tamil Nadu,Corporate,2023-02-25
CUST0378,Customer_0378,Female,28,Kochi,Kerala,Corporate,2023-12-30
CUST0379,Customer_0379,Male,25,Pune,Maharashtra,Consumer,2024-12-16
CUST0380,Customer_0380,Female,56,Ahmedabad,Gujarat,Consumer,2024-12-09
CUST0381,Customer_0381,Female,44,Pune,Maharashtra,Consumer,2024-02-22
CUST0382,Customer_0382,Female,49,Chennai,Tamil Nadu,Consumer,2024-04-27
CUST0383,Customer_0383,Female,39,Chennai,Tamil Nadu,Consumer,2024-07-18
CUST0384,Customer_0384,Female,27,Hyderabad,Telangana,Small Business,2024-05-24
CUST0385,Customer_0385,Female,33,Ahmedabad,Gujarat,Corporate,2025-04-20
CUST0386,Customer_0386,Female,41,Kochi,Kerala,Small Business,2025-03-23
CUST0387,Customer_0387,Male,22,Kolkata,West Bengal,Consumer,2025-04-18
CUST0388,Customer_0388,Female,24,Bengaluru,Karnataka,Corporate,2024-05-29
CUST0389,Customer_0389,Female,48,Pune,Maharashtra,Small Business,2024-04-18
CUST0390,Customer_0390,Male,32,Chennai,Tamil Nadu,Small Business,2023-01-13
CUST0391,Customer_0391,Female,43,Jaipur,Rajasthan,Small Business,2024-04-24
CUST0392,Customer_0392,Female,30,Ahmedabad,Gujarat,Small Business,2023-11-19
CUST0393,Customer_0393,Male,28,Kochi,Kerala,Consumer,2024-04-23
CUST0394,Customer_0394,Male,26,Bengaluru,Karnataka,Small Business,2023-08-16
CUST0395,Customer_0395,Female,24,Kochi,Kerala,Small Business,2023-12-24
CUST0396,Customer_0396,Male,45,Jaipur,Rajasthan,Consumer,2025-05-31
CUST0397,Customer_0397,Female,43,Bengaluru,Karnataka,Consumer,2023-05-09
CUST0398,Customer_0398,Male,27,Chennai,Tamil Nadu,Small Business,2024-12-30
CUST0399,Customer_0399,Male,24,Bengaluru,Karnataka,Small Business,2023-06-13
CUST0400,Customer_0400,Female,44,Chennai,Tamil Nadu,Small Business,2023-01-18
CUST0401,Customer_0401,Female,48,Kochi,Kerala,Corporate,2023-12-18
CUST0402,Customer_0402,Male,22,Jaipur,Rajasthan,Consumer,2025-02-02
CUST0403,Customer_0403,Female,34,Pune,Maharashtra,Small Business,2024-08-08
CUST0404,Customer_0404,Female,42,Bengaluru,Karnataka,Corporate,2023-06-19
CUST0405,Customer_0405,Female,44,Mumbai,Maharashtra,Small Business,2024-03-30
CUST0406,Customer_0406,Male,49,Mumbai,Maharashtra,Corporate,2025-03-24
CUST0407,Customer_0407,Female,57,Kolkata,West Bengal,Corporate,2024-01-18
CUST0408,Customer_0408,Female,43,Kochi,Kerala,Small Business,2025-05-10
CUST0409,Customer_0409,Male,51,Bengaluru,Karnataka,Small Business,2024-01-02
CUST0410,Customer_0410,Male,42,Kolkata,West Bengal,Consumer,2024-09-02
CUST0411,Customer_0411,Female,25,Mumbai,Maharashtra,Corporate,2024-07-05
CUST0412,Customer_0412,Male,51,Mumbai,Maharashtra,Small Business,2023-03-09
CUST0413,Customer_0413,Female,35,Mumbai,Maharashtra,Corporate,2024-11-17
CUST0414,Customer_0414,Female,22,Bengaluru,Karnataka,Consumer,2024-08-29
CUST0415,Customer_0415,Female,34,Ahmedabad,Gujarat,Corporate,2023-06-15
CUST0416,Customer_0416,Male,46,Kolkata,West Bengal,Consumer,2023-09-13
CUST0417,Customer_0417,Female,42,Mumbai,Maharashtra,Small Business,2024-07-21
CUST0418,Customer_0418,Male,58,Kolkata,West Bengal,Small Business,2023-09-28
CUST0419,Customer_0419,Female,58,Mumbai,Maharashtra,Corporate,2023-10-24
CUST0420,Customer_0420,Female,57,Bengaluru,Karnataka,Small Business,2025-03-26
CUST0421,Customer_0421,Male,56,Delhi,Delhi,Corporate,2023-06-29
CUST0422,Customer_0422,Female,55,Bengaluru,Karnataka,Small Business,2024-10-09
CUST0423,Customer_0423,Male,31,Mumbai,Maharashtra,Corporate,2024-07-20
CUST0424,Customer_0424,Male,28,Ahmedabad,Gujarat,Small Business,2025-05-21
CUST0425,Customer_0425,Male,54,Delhi,Delhi,Small Business,2023-07-21
CUST0426,Customer_0426,Female,36,Kochi,Kerala,Small Business,2024-12-21
CUST0427,Customer_0427,Male,37,Kochi,Kerala,Consumer,2025-02-12
CUST0428,Customer_0428,Female,57,Ahmedabad,Gujarat,Consumer,2024-05-24
CUST0429,Customer_0429,Male,57,Hyderabad,Telangana,Small Business,2023-03-29
CUST0430,Customer_0430,Female,42,Hyderabad,Telangana,Corporate,2024-03-21
CUST0431,Customer_0431,Male,54,Pune,Maharashtra,Small Business,2023-02-24
CUST0432,Customer_0432,Female,26,Chennai,Tamil Nadu,Small Business,2023-05-17
CUST0433,Customer_0433,Male,46,Ahmedabad,Gujarat,Small Business,2025-01-27
CUST0434,Customer_0434,Female,28,Jaipur,Rajasthan,Consumer,2023-12-09
CUST0435,Customer_0435,Female,42,Hyderabad,Telangana,Consumer,2023-10-12
CUST0436,Customer_0436,Male,39,Kochi,Kerala,Corporate,2024-01-09
CUST0437,Customer_0437,Male,58,Chennai,Tamil Nadu,Consumer,2025-03-19
CUST0438,Customer_0438,Female,55,Pune,Maharashtra,Small Business,2025-03-29
CUST0439,Customer_0439,Male,54,Jaipur,Rajasthan,Small Business,2025-06-01
CUST0440,Customer_0440,Male,57,Chennai,Tamil Nadu,Consumer,2023-06-03
CUST0441,Customer_0441,Female,49,Pune,Maharashtra,Corporate,2024-10-01
CUST0442,Customer_0442,Female,42,Pune,Maharashtra,Corporate,2024-11-29
CUST0443,Customer_0443,Male,38,Kolkata,West Bengal,Consumer,2024-05-12
CUST0444,Customer_0444,Male,51,Pune,Maharashtra,Consumer,2024-07-13
CUST0445,Customer_0445,Female,33,Chennai,Tamil Nadu,Corporate,2024-07-22
CUST0446,Customer_0446,Female,50,Chennai,Tamil Nadu,Small Business,2023-01-18
CUST0447,Customer_0447,Female,25,Pune,Maharashtra,Corporate,2024-09-25
CUST0448,Customer_0448,Male,35,Jaipur,Rajasthan,Small Business,2023-07-19
CUST0449,Customer_0449,Female,53,Mumbai,Maharashtra,Corporate,2023-04-12
CUST0450,Customer_0450,Male,46,Chennai,Tamil Nadu,Corporate,2025-01-26
CUST0451,Customer_0451,Female,59,Chennai,Tamil Nadu,Consumer,2023-09-09
CUST0452,Customer_0452,Female,48,Ahmedabad,Gujarat,Small Business,2023-08-17
CUST0453,Customer_0453,Female,44,Kolkata,West Bengal,Small Business,2025-06-07
CUST0454,Customer_0454,Female,53,Bengaluru,Karnataka,Small Business,2024-01-05
CUST0455,Customer_0455,Female,49,Mumbai,Maharashtra,Corporate,2025-01-03
CUST0456,Customer_0456,Male,41,Hyderabad,Telangana,Consumer,2023-10-23
CUST0457,Customer_0457,Female,50,Hyderabad,Telangana,Small Business,2023-11-26
CUST0458,Customer_0458,Female,49,Kolkata,West Bengal,Corporate,2023-08-20
CUST0459,Customer_0459,Male,42,Delhi,Delhi,Consumer,2023-08-25
CUST0460,Customer_0460,Female,45,Chennai,Tamil Nadu,Consumer,2024-04-28
CUST0461,Customer_0461,Female,46,Kolkata,West Bengal,Small Business,2024-10-10
CUST0462,Customer_0462,Male,27,Mumbai,Maharashtra,Small Business,2025-02-24
CUST0463,Customer_0463,Female,40,Hyderabad,Telangana,Consumer,2023-10-10
CUST0464,Customer_0464,Male,41,Delhi,Delhi,Small Business,2023-12-28
CUST0465,Customer_0465,Female,38,Hyderabad,Telangana,Corporate,2023-02-15
CUST0466,Customer_0466,Male,39,Bengaluru,Karnataka,Consumer,2023-03-14
CUST0467,Customer_0467,Female,55,Mumbai,Maharashtra,Small Business,2024-05-30
CUST0468,Customer_0468,Female,35,Hyderabad,Telangana,Corporate,2024-07-03
CUST0469,Customer_0469,Female,33,Pune,Maharashtra,Corporate,2023-10-07
CUST0470,Customer_0470,Female,38,Delhi,Delhi,Corporate,2023-08-17
CUST0471,Customer_0471,Male,44,Pune,Maharashtra,Corporate,2023-05-04
CUST0472,Customer_0472,Female,39,Chennai,Tamil Nadu,Small Business,2024-06-27
CUST0473,Customer_0473,Female,49,Kolkata,West Bengal,Small Business,2024-02-26
CUST0474,Customer_0474,Male,38,Chennai,Tamil Nadu,Corporate,2023-03-17
CUST0475,Customer_0475,Female,45,Kolkata,West Bengal,Corporate,2024-08-19
CUST0476,Customer_0476,Male,49,Kochi,Kerala,Small Business,2023-11-27
CUST0477,Customer_0477,Female,23,Kolkata,West Bengal,Small Business,2024-01-17
CUST0478,Customer_0478,Female,28,Bengaluru,Karnataka,Corporate,2024-08-07
CUST0479,Customer_0479,Female,28,Ahmedabad,Gujarat,Consumer,2024-10-24
CUST0480,Customer_0480,Male,31,Mumbai,Maharashtra,Consumer,2025-04-27
CUST0481,Customer_0481,Female,44,Delhi,Delhi,Corporate,2024-01-27
CUST0482,Customer_0482,Male,56,Kochi,Kerala,Corporate,2023-03-04
CUST0483,Customer_0483,Male,46,Kochi,Kerala,Consumer,2023-06-12
CUST0484,Customer_0484,Female,37,Kochi,Kerala,Corporate,2023-04-12
CUST0485,Customer_0485,Male,33,Bengaluru,Karnataka,Consumer,2023-01-28
CUST0486,Customer_0486,Female,50,Kolkata,West Bengal,Small Business,2025-01-07
CUST0487,Customer_0487,Male,25,Kochi,Kerala,Small Business,2024-08-17
CUST0488,Customer_0488,Male,25,Chennai,Tamil Nadu,Consumer,2024-11-26
CUST0489,Customer_0489,Male,27,Pune,Maharashtra,Small Business,2024-10-06
CUST0490,Customer_0490,Female,37,Ahmedabad,Gujarat,Consumer,2024-09-06
CUST0491,Customer_0491,Female,28,Bengaluru,Karnataka,Small Business,2024-04-22
CUST0492,Customer_0492,Male,35,Ahmedabad,Gujarat,Corporate,2025-05-15
CUST0493,Customer_0493,Female,25,Hyderabad,Telangana,Consumer,2025-04-15
CUST0494,Customer_0494,Female,22,Hyderabad,Telangana,Small Business,2024-05-16
CUST0495,Customer_0495,Male,45,Kochi,Kerala,Consumer,2024-03-03
CUST0496,Customer_0496,Male,26,Delhi,Delhi,Small Business,2025-02-09
CUST0497,Customer_0497,Male,48,Jaipur,Rajasthan,Small Business,2024-08-30
CUST0498,Customer_0498,Male,54,Chennai,Tamil Nadu,Corporate,2025-05-03
CUST0499,Customer_0499,Female,31,Kolkata,West Bengal,Small Business,2025-02-13
CUST0500,Customer_0500,Female,27,Jaipur,Rajasthan,Corporate,2024-07-25
