transaction_id,order_id,product_id,quantity,discount,amount
TXN000537,ORD00383,P009,2,0.08,2208.0
TXN000538,ORD00384,P001,1,0.0,65000.0
TXN000539,ORD00384,P004,1,0.05,17100.0
TXN000540,ORD00385,P001,3,0.1,175500.0
TXN000541,ORD00385,P012,2,0.02,8820.0
TXN000542,ORD00385,P009,2,0.1,2160.0
TXN000543,ORD00386,P012,1,0.02,4410.0
TXN000544,ORD00387,P011,2,0.08,40480.0
TXN000545,ORD00388,P006,1,0.05,14250.0
TXN000546,ORD00388,P007,2,0.05,3420.0
TXN000547,ORD00389,P005,3,0.15,30600.0
TXN000548,ORD00390,P010,1,0.1,12600.0
TXN000549,ORD00391,P001,4,0.1,234000.0
TXN000550,ORD00392,P009,2,0.0,2400.0
TXN000551,ORD00393,P010,1,0.08,12880.0
TXN000552,ORD00394,P007,2,0.1,3240.0
TXN000553,ORD00395,P002,1,0.15,23800.0
TXN000554,ORD00396,P002,2,0.08,51520.0
TXN000555,ORD00397,P009,1,0.02,1176.0
TXN000556,ORD00397,P001,2,0.0,130000.0
TXN000557,ORD00398,P001,4,0.15,221000.0
TXN000558,ORD00399,P006,2,0.05,28500.0
TXN000559,ORD00399,P007,1,0.05,1710.0
TXN000560,ORD00400,P006,1,0.0,15000.0
TXN000561,ORD00401,P009,1,0.15,1020.0
TXN000562,ORD00402,P003,2,0.05,6650.0
TXN000563,ORD00402,P004,2,0.15,30600.0
TXN000564,ORD00403,P006,1,0.1,13500.0
TXN000565,ORD00404,P010,1,0.05,13300.0
TXN000566,ORD00404,P008,3,0.0,6600.0
TXN000567,ORD00405,P003,1,0.0,3500.0
TXN000568,ORD00406,P005,1,0.1,10800.0
TXN000569,ORD00406,P008,2,0.08,4048.0
TXN000570,ORD00407,P006,1,0.1,13500.0
TXN000571,ORD00408,P009,1,0.05,1140.0
TXN000572,ORD00409,P006,2,0.15,25500.0
TXN000573,ORD00410,P003,1,0.05,3325.0
TXN000574,ORD00410,P010,1,0.1,12600.0
TXN000575,ORD00411,P007,1,0.08,1656.0
TXN000576,ORD00411,P010,1,0.08,12880.0
TXN000577,ORD00412,P003,1,0.02,3430.0
TXN000578,ORD00413,P001,1,0.02,63700.0
TXN000579,ORD00414,P010,3,0.08,38640.0
TXN000580,ORD00415,P007,3,0.1,4860.0
TXN000581,ORD00416,P003,1,0.15,2975.0
TXN000582,ORD00417,P002,2,0.05,53200.0
TXN000583,ORD00417,P009,1,0.0,1200.0
TXN000584,ORD00418,P006,1,0.15,12750.0
TXN000585,ORD00418,P003,3,0.0,10500.0
TXN000586,ORD00419,P007,2,0.05,3420.0
TXN000587,ORD00419,P001,1,0.0,65000.0
TXN000588,ORD00420,P008,3,0.1,5940.0
TXN000589,ORD00421,P003,2,0.02,6860.0
TXN000590,ORD00422,P004,1,0.02,17640.0
TXN000591,ORD00422,P010,3,0.02,41160.0
TXN000592,ORD00422,P005,1,0.02,11760.0
TXN000593,ORD00423,P009,3,0.15,3060.0
TXN000594,ORD00423,P005,1,0.0,12000.0
TXN000595,ORD00424,P005,1,0.02,11760.0
TXN000596,ORD00425,P011,1,0.08,20240.0
TXN000597,ORD00425,P006,3,0.1,40500.0
TXN000598,ORD00426,P001,1,0.08,59800.0
TXN000599,ORD00427,P006,3,0.15,38250.0
TXN000600,ORD00428,P008,1,0.02,2156.0
TXN000601,ORD00428,P012,2,0.0,9000.0
TXN000602,ORD00429,P004,1,0.0,18000.0
TXN000603,ORD00430,P007,1,0.08,1656.0
TXN000604,ORD00430,P011,2,0.15,37400.0
TXN000605,ORD00430,P010,1,0.1,12600.0
TXN000606,ORD00431,P010,3,0.05,39900.0
TXN000607,ORD00431,P006,3,0.02,44100.0
TXN000608,ORD00432,P009,3,0.08,3312.0
TXN000609,ORD00433,P011,1,0.1,19800.0
TXN000610,ORD00433,P001,2,0.08,119600.0
TXN000611,ORD00434,P010,1,0.05,13300.0
TXN000612,ORD00435,P002,2,0.02,54880.0
TXN000613,ORD00436,P006,2,0.02,29400.0
TXN000614,ORD00437,P005,1,0.02,11760.0
TXN000615,ORD00438,P005,2,0.0,24000.0
TXN000616,ORD00439,P008,2,0.15,3740.0
TXN000617,ORD00439,P007,3,0.02,5292.0
TXN000618,ORD00440,P004,5,0.0,90000.0
TXN000619,ORD00441,P002,2,0.1,50400.0
TXN000620,ORD00442,P005,1,0.08,11040.0
TXN000621,ORD00443,P005,1,0.02,11760.0
TXN000622,ORD00443,P001,1,0.1,58500.0
TXN000623,ORD00444,P003,1,0.1,3150.0
TXN000624,ORD00445,P010,2,0.0,28000.0
TXN000625,ORD00446,P003,3,0.0,10500.0
TXN000626,ORD00446,P002,2,0.05,53200.0
TXN000627,ORD00446,P006,2,0.15,25500.0
TXN000628,ORD00447,P008,3,0.1,5940.0
TXN000629,ORD00448,P005,4,0.02,47040.0
TXN000630,ORD00448,P001,2,0.1,117000.0
TXN000631,ORD00449,P002,1,0.02,27440.0
TXN000632,ORD00450,P008,2,0.02,4312.0
TXN000633,ORD00450,P002,1,0.05,26600.0
TXN000634,ORD00450,P009,2,0.08,2208.0
TXN000635,ORD00451,P004,3,0.02,52920.0
TXN000636,ORD00452,P003,1,0.0,3500.0
TXN000637,ORD00453,P012,4,0.08,16560.0
TXN000638,ORD00454,P006,1,0.15,12750.0
TXN000639,ORD00455,P006,4,0.05,57000.0
TXN000640,ORD00456,P005,3,0.08,33120.0
TXN000641,ORD00456,P002,2,0.15,47600.0
TXN000642,ORD00456,P010,1,0.05,13300.0
TXN000643,ORD00457,P006,4,0.1,54000.0
TXN000644,ORD00458,P006,1,0.08,13800.0
TXN000645,ORD00458,P002,1,0.08,25760.0
TXN000646,ORD00459,P007,2,0.0,3600.0
TXN000647,ORD00460,P011,2,0.1,39600.0
TXN000648,ORD00461,P009,2,0.0,2400.0
TXN000649,ORD00462,P007,1,0.1,1620.0
TXN000650,ORD00463,P002,4,0.1,100800.0
TXN000651,ORD00463,P004,5,0.15,76500.0
TXN000652,ORD00464,P006,1,0.05,14250.0
TXN000653,ORD00465,P003,2,0.02,6860.0
TXN000654,ORD00465,P007,1,0.02,1764.0
TXN000655,ORD00466,P003,2,0.02,6860.0
TXN000656,ORD00467,P006,1,0.05,14250.0
TXN000657,ORD00468,P010,1,0.02,13720.0
TXN000658,ORD00469,P003,2,0.05,6650.0
TXN000659,ORD00469,P005,1,0.05,11400.0
TXN000660,ORD00469,P008,2,0.02,4312.0
TXN000661,ORD00470,P008,2,0.05,4180.0
TXN000662,ORD00470,P006,1,0.15,12750.0
TXN000663,ORD00470,P004,2,0.0,36000.0
TXN000664,ORD00471,P007,1,0.08,1656.0
TXN000665,ORD00472,P005,1,0.0,12000.0
TXN000666,ORD00473,P012,4,0.02,17640.0
TXN000667,ORD00473,P003,1,0.05,3325.0
TXN000668,ORD00473,P005,2,0.1,21600.0
TXN000669,ORD00474,P011,3,0.15,56100.0
TXN000670,ORD00474,P006,1,0.0,15000.0
TXN000671,ORD00475,P002,1,0.05,26600.0
TXN000672,ORD00476,P005,4,0.0,48000.0
TXN000673,ORD00476,P001,1,0.05,61750.0
TXN000674,ORD00477,P011,3,0.1,59400.0
TXN000675,ORD00478,P011,2,0.08,40480.0
TXN000676,ORD00479,P007,2,0.05,3420.0
TXN000677,ORD00479,P002,1,0.0,28000.0
TXN000678,ORD00480,P011,2,0.05,41800.0
TXN000679,ORD00481,P006,4,0.08,55200.0
TXN000680,ORD00482,P011,2,0.08,40480.0
TXN000681,ORD00482,P006,2,0.08,27600.0
TXN000682,ORD00482,P012,1,0.08,4140.0
TXN000683,ORD00483,P004,2,0.0,36000.0
TXN000684,ORD00484,P010,1,0.1,12600.0
TXN000685,ORD00484,P007,2,0.15,3060.0
TXN000686,ORD00485,P009,2,0.08,2208.0
TXN000687,ORD00486,P012,1,0.05,4275.0
TXN000688,ORD00487,P007,1,0.05,1710.0
TXN000689,ORD00488,P011,3,0.02,64680.0
TXN000690,ORD00489,P009,1,0.05,1140.0
TXN000691,ORD00489,P007,1,0.15,1530.0
TXN000692,ORD00490,P008,2,0.0,4400.0
TXN000693,ORD00491,P011,1,0.0,22000.0
TXN000694,ORD00492,P010,1,0.0,14000.0
TXN000695,ORD00493,P010,1,0.02,13720.0
TXN000696,ORD00494,P008,1,0.05,2090.0
TXN000697,ORD00494,P001,1,0.0,65000.0
TXN000698,ORD00494,P003,1,0.15,2975.0
TXN000699,ORD00495,P005,1,0.05,11400.0
TXN000700,ORD00496,P004,3,0.05,51300.0
TXN000701,ORD00496,P005,2,0.15,20400.0
TXN000702,ORD00496,P002,1,0.08,25760.0
TXN000703,ORD00497,P003,1,0.08,3220.0
TXN000704,ORD00498,P001,1,0.08,59800.0
TXN000705,ORD00499,P010,1,0.05,13300.0
TXN000706,ORD00499,P006,3,0.0,45000.0
TXN000707,ORD00500,P006,1,0.05,14250.0
TXN000708,ORD00501,P003,2,0.15,5950.0
TXN000709,ORD00501,P008,4,0.05,8360.0
TXN000710,ORD00502,P003,1,0.0,3500.0
TXN000711,ORD00503,P008,1,0.08,2024.0
TXN000712,ORD00504,P011,1,0.08,20240.0
TXN000713,ORD00505,P009,1,0.0,1200.0
TXN000714,ORD00505,P010,3,0.15,35700.0
TXN000715,ORD00505,P006,2,0.15,25500.0
TXN000716,ORD00506,P010,2,0.0,28000.0
TXN000717,ORD00506,P006,1,0.15,12750.0
TXN000718,ORD00507,P001,1,0.02,63700.0
TXN000719,ORD00507,P006,2,0.05,28500.0
TXN000720,ORD00508,P009,1,0.15,1020.0
TXN000721,ORD00509,P011,1,0.02,21560.0
TXN000722,ORD00510,P001,1,0.0,65000.0
TXN000723,ORD00511,P007,1,0.05,1710.0
TXN000724,ORD00511,P003,3,0.05,9975.0
TXN000725,ORD00512,P012,1,0.1,4050.0
TXN000726,ORD00512,P010,1,0.05,13300.0
TXN000727,ORD00512,P011,1,0.1,19800.0
TXN000728,ORD00513,P010,1,0.08,12880.0
TXN000729,ORD00514,P008,1,0.08,2024.0
TXN000730,ORD00515,P006,1,0.0,15000.0
TXN000731,ORD00515,P010,3,0.02,41160.0
TXN000732,ORD00515,P009,1,0.05,1140.0
TXN000733,ORD00516,P009,3,0.02,3528.0
TXN000734,ORD00516,P006,2,0.05,28500.0
TXN000735,ORD00517,P009,1,0.1,1080.0
TXN000736,ORD00517,P011,2,0.15,37400.0
TXN000737,ORD00518,P001,1,0.1,58500.0
TXN000738,ORD00519,P007,1,0.02,1764.0
TXN000739,ORD00520,P004,1,0.02,17640.0
TXN000740,ORD00521,P008,3,0.05,6270.0
TXN000741,ORD00522,P010,2,0.0,28000.0
TXN000742,ORD00523,P002,2,0.08,51520.0
TXN000743,ORD00523,P007,5,0.15,7650.0
TXN000744,ORD00524,P012,2,0.15,7650.0
TXN000745,ORD00525,P004,1,0.0,18000.0
TXN000746,ORD00525,P012,1,0.15,3825.0
TXN000747,ORD00526,P002,2,0.0,56000.0
TXN000748,ORD00527,P006,1,0.08,13800.0
TXN000749,ORD00527,P001,2,0.08,119600.0
TXN000750,ORD00528,P007,3,0.08,4968.0
TXN000751,ORD00529,P005,4,0.08,44160.0
TXN000752,ORD00529,P003,1,0.15,2975.0
TXN000753,ORD00530,P001,1,0.08,59800.0
TXN000754,ORD00531,P007,4,0.0,7200.0
TXN000755,ORD00531,P011,1,0.05,20900.0
TXN000756,ORD00532,P009,1,0.02,1176.0
TXN000757,ORD00533,P001,4,0.15,221000.0
TXN000758,ORD00534,P001,2,0.08,119600.0
TXN000759,ORD00534,P006,3,0.05,42750.0
TXN000760,ORD00535,P010,2,0.0,28000.0
TXN000761,ORD00536,P010,1,0.05,13300.0
TXN000762,ORD00537,P004,2,0.05,34200.0
TXN000763,ORD00537,P006,2,0.02,29400.0
TXN000764,ORD00538,P003,1,0.1,3150.0
TXN000765,ORD00538,P002,2,0.02,54880.0
TXN000766,ORD00538,P010,1,0.0,14000.0
TXN000767,ORD00539,P012,3,0.05,12825.0
TXN000768,ORD00539,P005,4,0.1,43200.0
TXN000769,ORD00540,P008,2,0.15,3740.0
TXN000770,ORD00541,P001,2,0.05,123500.0
TXN000771,ORD00542,P006,1,0.02,14700.0
TXN000772,ORD00543,P006,1,0.1,13500.0
TXN000773,ORD00544,P009,3,0.08,3312.0
TXN000774,ORD00545,P004,1,0.02,17640.0
TXN000775,ORD00546,P009,2,0.05,2280.0
TXN000776,ORD00547,P011,1,0.08,20240.0
TXN000777,ORD00548,P009,1,0.08,1104.0
TXN000778,ORD00549,P012,4,0.1,16200.0
TXN000779,ORD00550,P003,1,0.05,3325.0
TXN000780,ORD00550,P002,1,0.15,23800.0
TXN000781,ORD00551,P003,2,0.08,6440.0
TXN000782,ORD00552,P011,2,0.0,44000.0
TXN000783,ORD00553,P011,1,0.05,20900.0
TXN000784,ORD00553,P005,2,0.05,22800.0
TXN000785,ORD00554,P003,1,0.15,2975.0
TXN000786,ORD00555,P010,1,0.15,11900.0
TXN000787,ORD00555,P006,1,0.1,13500.0
TXN000788,ORD00555,P011,1,0.0,22000.0
TXN000789,ORD00556,P002,3,0.15,71400.0
TXN000790,ORD00557,P009,4,0.08,4416.0
TXN000791,ORD00557,P010,2,0.0,28000.0
TXN000792,ORD00557,P008,2,0.1,3960.0
TXN000793,ORD00558,P012,4,0.0,18000.0
TXN000794,ORD00558,P001,3,0.15,165750.0
TXN000795,ORD00559,P003,5,0.02,17150.0
TXN000796,ORD00560,P004,1,0.1,16200.0
TXN000797,ORD00561,P006,1,0.1,13500.0
TXN000798,ORD00561,P001,1,0.08,59800.0
TXN000799,ORD00562,P002,1,0.08,25760.0
TXN000800,ORD00563,P005,1,0.02,11760.0
TXN000801,ORD00564,P003,1,0.05,3325.0
TXN000802,ORD00564,P008,3,0.15,5610.0
TXN000803,ORD00565,P006,3,0.1,40500.0
TXN000804,ORD00566,P011,1,0.05,20900.0
TXN000805,ORD00566,P005,1,0.0,12000.0
TXN000806,ORD00567,P008,1,0.0,2200.0
TXN000807,ORD00567,P003,1,0.1,3150.0
TXN000808,ORD00568,P006,1,0.08,13800.0
TXN000809,ORD00568,P012,1,0.05,4275.0
TXN000810,ORD00569,P010,3,0.0,42000.0
TXN000811,ORD00570,P008,1,0.05,2090.0
TXN000812,ORD00571,P003,1,0.08,3220.0
TXN000813,ORD00571,P011,3,0.15,56100.0
TXN000814,ORD00572,P011,1,0.08,20240.0
TXN000815,ORD00573,P010,2,0.05,26600.0
TXN000816,ORD00574,P012,3,0.05,12825.0
TXN000817,ORD00575,P006,2,0.05,28500.0
TXN000818,ORD00576,P007,1,0.05,1710.0
TXN000819,ORD00577,P005,3,0.02,35280.0
TXN000820,ORD00577,P012,4,0.05,17100.0
TXN000821,ORD00578,P003,1,0.08,3220.0
TXN000822,ORD00578,P008,2,0.1,3960.0
TXN000823,ORD00578,P004,3,0.0,54000.0
TXN000824,ORD00579,P011,2,0.1,39600.0
TXN000825,ORD00580,P004,1,0.0,18000.0
TXN000826,ORD00581,P012,3,0.1,12150.0
TXN000827,ORD00582,P005,1,0.02,11760.0
TXN000828,ORD00583,P012,2,0.08,8280.0
TXN000829,ORD00584,P003,1,0.0,3500.0
TXN000830,ORD00584,P006,2,0.0,30000.0
TXN000831,ORD00585,P010,3,0.15,35700.0
TXN000832,ORD00586,P003,4,0.0,14000.0
TXN000833,ORD00587,P002,3,0.15,71400.0
TXN000834,ORD00587,P005,2,0.1,21600.0
TXN000835,ORD00588,P005,1,0.1,10800.0
TXN000836,ORD00589,P002,2,0.05,53200.0
TXN000837,ORD00590,P001,3,0.0,195000.0
TXN000838,ORD00590,P010,1,0.02,13720.0
TXN000839,ORD00590,P008,3,0.08,6072.0
TXN000840,ORD00591,P004,1,0.05,17100.0
TXN000841,ORD00591,P010,2,0.15,23800.0
TXN000842,ORD00592,P003,1,0.0,3500.0
TXN000843,ORD00593,P004,2,0.0,36000.0
TXN000844,ORD00594,P009,1,0.1,1080.0
TXN000845,ORD00595,P003,2,0.05,6650.0
TXN000846,ORD00596,P002,3,0.02,82320.0
TXN000847,ORD00596,P003,1,0.05,3325.0
TXN000848,ORD00597,P011,1,0.08,20240.0
TXN000849,ORD00597,P005,2,0.0,24000.0
TXN000850,ORD00598,P003,4,0.0,14000.0
TXN000851,ORD00599,P012,3,0.1,12150.0
TXN000852,ORD00600,P004,2,0.08,33120.0
TXN000853,ORD00600,P007,1,0.15,1530.0
TXN000854,ORD00601,P010,1,0.08,12880.0
TXN000855,ORD00602,P006,3,0.1,40500.0
TXN000856,ORD00603,P004,2,0.1,32400.0
TXN000857,ORD00603,P007,2,0.0,3600.0
TXN000858,ORD00603,P006,1,0.0,15000.0
TXN000859,ORD00604,P009,1,0.05,1140.0
TXN000860,ORD00605,P004,2,0.0,36000.0
TXN000861,ORD00605,P003,1,0.08,3220.0
TXN000862,ORD00606,P011,1,0.1,19800.0
TXN000863,ORD00607,P001,2,0.0,130000.0
TXN000864,ORD00608,P004,1,0.02,17640.0
TXN000865,ORD00609,P007,1,0.02,1764.0
TXN000866,ORD00610,P005,1,0.15,10200.0
TXN000867,ORD00611,P011,1,0.1,19800.0
TXN000868,ORD00612,P002,5,0.02,137200.0
TXN000869,ORD00613,P004,4,0.02,70560.0
TXN000870,ORD00614,P007,2,0.1,3240.0
TXN000871,ORD00614,P010,1,0.1,12600.0
TXN000872,ORD00614,P009,1,0.08,1104.0
TXN000873,ORD00615,P005,1,0.15,10200.0
TXN000874,ORD00616,P011,3,0.15,56100.0
TXN000875,ORD00617,P002,1,0.02,27440.0
TXN000876,ORD00618,P003,2,0.1,6300.0
TXN000877,ORD00618,P007,1,0.0,1800.0
TXN000878,ORD00619,P008,4,0.08,8096.0
TXN000879,ORD00620,P009,1,0.1,1080.0
TXN000880,ORD00621,P011,2,0.1,39600.0
TXN000881,ORD00622,P005,1,0.1,10800.0
TXN000882,ORD00623,P003,2,0.0,7000.0
TXN000883,ORD00623,P012,1,0.05,4275.0
TXN000884,ORD00624,P002,1,0.15,23800.0
TXN000885,ORD00624,P011,1,0.1,19800.0
TXN000886,ORD00625,P012,1,0.02,4410.0
TXN000887,ORD00626,P002,4,0.02,109760.0
TXN000888,ORD00627,P012,1,0.05,4275.0
TXN000889,ORD00627,P006,1,0.0,15000.0
TXN000890,ORD00627,P007,2,0.1,3240.0
TXN000891,ORD00628,P009,3,0.08,3312.0
TXN000892,ORD00629,P005,5,0.02,58800.0
TXN000893,ORD00630,P001,3,0.15,165750.0
TXN000894,ORD00630,P003,1,0.0,3500.0
TXN000895,ORD00631,P008,1,0.08,2024.0
TXN000896,ORD00632,P012,2,0.08,8280.0
TXN000897,ORD00633,P010,1,0.05,13300.0
TXN000898,ORD00633,P006,1,0.0,15000.0
TXN000899,ORD00633,P012,2,0.0,9000.0
TXN000900,ORD00634,P003,2,0.08,6440.0
TXN000901,ORD00635,P012,2,0.15,7650.0
TXN000902,ORD00635,P002,2,0.15,47600.0
TXN000903,ORD00636,P011,5,0.05,104500.0
TXN000904,ORD00637,P007,1,0.05,1710.0
TXN000905,ORD00638,P004,1,0.05,17100.0
TXN000906,ORD00639,P004,3,0.15,45900.0
TXN000907,ORD00639,P009,1,0.1,1080.0
TXN000908,ORD00640,P008,1,0.15,1870.0
TXN000909,ORD00641,P007,1,0.0,1800.0
TXN000910,ORD00641,P004,3,0.02,52920.0
TXN000911,ORD00642,P005,2,0.08,22080.0
TXN000912,ORD00643,P001,2,0.0,130000.0
TXN000913,ORD00643,P011,1,0.05,20900.0
TXN000914,ORD00644,P004,2,0.0,36000.0
TXN000915,ORD00645,P003,1,0.15,2975.0
TXN000916,ORD00645,P001,1,0.1,58500.0
TXN000917,ORD00646,P003,1,0.08,3220.0
TXN000918,ORD00647,P008,2,0.08,4048.0
TXN000919,ORD00648,P012,3,0.02,13230.0
TXN000920,ORD00649,P010,1,0.15,11900.0
TXN000921,ORD00649,P011,1,0.15,18700.0
TXN000922,ORD00650,P009,1,0.02,1176.0
TXN000923,ORD00650,P005,2,0.0,24000.0
TXN000924,ORD00651,P010,1,0.15,11900.0
TXN000925,ORD00652,P005,3,0.15,30600.0
TXN000926,ORD00652,P011,1,0.05,20900.0
TXN000927,ORD00653,P008,1,0.0,2200.0
TXN000928,ORD00654,P006,2,0.15,25500.0
TXN000929,ORD00654,P005,1,0.02,11760.0
TXN000930,ORD00655,P004,2,0.15,30600.0
TXN000931,ORD00656,P007,1,0.1,1620.0
TXN000932,ORD00657,P004,1,0.02,17640.0
TXN000933,ORD00657,P006,4,0.08,55200.0
TXN000934,ORD00658,P007,2,0.1,3240.0
TXN000935,ORD00659,P001,2,0.02,127400.0
TXN000936,ORD00659,P005,1,0.08,11040.0
TXN000937,ORD00659,P011,1,0.05,20900.0
TXN000938,ORD00660,P005,1,0.15,10200.0
TXN000939,ORD00661,P009,1,0.05,1140.0
TXN000940,ORD00662,P003,2,0.1,6300.0
TXN000941,ORD00663,P010,1,0.15,11900.0
TXN000942,ORD00663,P011,3,0.02,64680.0
TXN000943,ORD00664,P001,1,0.15,55250.0
TXN000944,ORD00665,P005,1,0.08,11040.0
TXN000945,ORD00665,P009,1,0.05,1140.0
TXN000946,ORD00665,P006,1,0.05,14250.0
TXN000947,ORD00666,P009,1,0.02,1176.0
TXN000948,ORD00667,P002,2,0.15,47600.0
TXN000949,ORD00667,P004,2,0.15,30600.0
TXN000950,ORD00668,P005,3,0.0,36000.0
TXN000951,ORD00669,P010,1,0.15,11900.0
TXN000952,ORD00670,P006,3,0.08,41400.0
TXN000953,ORD00671,P010,4,0.05,53200.0
TXN000954,ORD00672,P009,1,0.05,1140.0
TXN000955,ORD00673,P009,1,0.0,1200.0
TXN000956,ORD00674,P007,1,0.02,1764.0
TXN000957,ORD00675,P009,1,0.08,1104.0
TXN000958,ORD00675,P005,1,0.02,11760.0
TXN000959,ORD00676,P004,4,0.15,61200.0
TXN000960,ORD00676,P008,1,0.1,1980.0
TXN000961,ORD00677,P006,2,0.1,27000.0
TXN000962,ORD00678,P007,1,0.02,1764.0
TXN000963,ORD00679,P012,1,0.0,4500.0
TXN000964,ORD00680,P012,2,0.1,8100.0
TXN000965,ORD00681,P011,1,0.0,22000.0
TXN000966,ORD00682,P010,2,0.0,28000.0
TXN000967,ORD00682,P006,3,0.0,45000.0
TXN000968,ORD00683,P010,2,0.15,23800.0
TXN000969,ORD00684,P008,2,0.05,4180.0
TXN000970,ORD00685,P011,1,0.0,22000.0
TXN000971,ORD00686,P006,3,0.08,41400.0
TXN000972,ORD00686,P012,3,0.0,13500.0
TXN000973,ORD00687,P007,1,0.08,1656.0
TXN000974,ORD00688,P007,1,0.15,1530.0
TXN000975,ORD00689,P002,2,0.15,47600.0
TXN000976,ORD00690,P007,2,0.08,3312.0
TXN000977,ORD00691,P007,3,0.15,4590.0
TXN000978,ORD00692,P008,1,0.05,2090.0
TXN000979,ORD00693,P001,1,0.15,55250.0
TXN000980,ORD00693,P011,3,0.05,62700.0
TXN000981,ORD00694,P001,1,0.1,58500.0
TXN000982,ORD00695,P005,1,0.15,10200.0
TXN000983,ORD00695,P002,1,0.08,25760.0
TXN000984,ORD00696,P009,3,0.05,3420.0
TXN000985,ORD00697,P012,1,0.0,4500.0
TXN000986,ORD00698,P008,2,0.08,4048.0
TXN000987,ORD00699,P001,1,0.15,55250.0
TXN000988,ORD00699,P006,1,0.15,12750.0
TXN000989,ORD00699,P008,3,0.15,5610.0
TXN000990,ORD00700,P001,1,0.1,58500.0
TXN000991,ORD00700,P011,3,0.1,59400.0
TXN000992,ORD00701,P002,1,0.02,27440.0
TXN000993,ORD00702,P007,1,0.05,1710.0
TXN000994,ORD00702,P012,1,0.05,4275.0
TXN000995,ORD00703,P009,2,0.08,2208.0
TXN000996,ORD00704,P004,1,0.08,16560.0
TXN000997,ORD00705,P012,2,0.1,8100.0
TXN000998,ORD00705,P005,1,0.15,10200.0
TXN000999,ORD00705,P009,1,0.05,1140.0
TXN001000,ORD00706,P006,2,0.1,27000.0
TXN001001,ORD00706,P010,1,0.0,14000.0
TXN001002,ORD00706,P008,5,0.08,10120.0
TXN001003,ORD00707,P010,2,0.15,23800.0
TXN001004,ORD00708,P001,1,0.1,58500.0
TXN001005,ORD00709,P009,3,0.1,3240.0
TXN001006,ORD00709,P001,1,0.15,55250.0
TXN001007,ORD00710,P007,2,0.15,3060.0
TXN001008,ORD00711,P002,2,0.08,51520.0
TXN001009,ORD00712,P011,2,0.0,44000.0
TXN001010,ORD00713,P002,2,0.02,54880.0
TXN001011,ORD00713,P008,1,0.08,2024.0
TXN001012,ORD00713,P007,2,0.15,3060.0
TXN001013,ORD00714,P011,1,0.0,22000.0
TXN001014,ORD00715,P010,1,0.0,14000.0
TXN001015,ORD00716,P012,1,0.05,4275.0
TXN001016,ORD00717,P006,2,0.0,30000.0
TXN001017,ORD00717,P010,5,0.08,64400.0
TXN001018,ORD00718,P005,1,0.08,11040.0
TXN001019,ORD00719,P009,2,0.08,2208.0
TXN001020,ORD00720,P003,1,0.15,2975.0
TXN001021,ORD00720,P012,1,0.05,4275.0
TXN001022,ORD00721,P006,1,0.15,12750.0
TXN001023,ORD00722,P004,3,0.05,51300.0
TXN001024,ORD00722,P011,1,0.15,18700.0
TXN001025,ORD00723,P003,4,0.02,13720.0
TXN001026,ORD00724,P005,4,0.1,43200.0
TXN001027,ORD00725,P003,1,0.08,3220.0
TXN001028,ORD00726,P009,1,0.08,1104.0
TXN001029,ORD00726,P003,1,0.15,2975.0
TXN001030,ORD00726,P007,3,0.0,5400.0
TXN001031,ORD00727,P011,2,0.15,37400.0
TXN001032,ORD00727,P007,1,0.02,1764.0
TXN001033,ORD00728,P001,2,0.02,127400.0
TXN001034,ORD00728,P009,1,0.15,1020.0
TXN001035,ORD00729,P005,1,0.0,12000.0
TXN001036,ORD00729,P006,1,0.0,15000.0
TXN001037,ORD00730,P002,3,0.1,75600.0
TXN001038,ORD00730,P005,1,0.08,11040.0
TXN001039,ORD00731,P012,5,0.1,20250.0
TXN001040,ORD00731,P003,1,0.08,3220.0
TXN001041,ORD00731,P007,2,0.05,3420.0
TXN001042,ORD00732,P005,1,0.02,11760.0
TXN001043,ORD00733,P008,1,0.02,2156.0
TXN001044,ORD00733,P011,1,0.08,20240.0
TXN001045,ORD00734,P003,1,0.02,3430.0
TXN001046,ORD00735,P009,3,0.02,3528.0
TXN001047,ORD00736,P010,1,0.15,11900.0
TXN001048,ORD00737,P010,3,0.02,41160.0
TXN001049,ORD00737,P004,2,0.05,34200.0
TXN001050,ORD00738,P005,1,0.1,10800.0
TXN001051,ORD00738,P003,3,0.05,9975.0
TXN001052,ORD00739,P009,2,0.0,2400.0
TXN001053,ORD00739,P002,2,0.0,56000.0
TXN001054,ORD00740,P011,2,0.0,44000.0
TXN001055,ORD00741,P003,1,0.02,3430.0
TXN001056,ORD00742,P009,1,0.05,1140.0
TXN001057,ORD00742,P005,1,0.1,10800.0
TXN001058,ORD00743,P009,2,0.15,2040.0
TXN001059,ORD00743,P010,2,0.1,25200.0
TXN001060,ORD00743,P011,3,0.02,64680.0
TXN001061,ORD00744,P010,1,0.05,13300.0
TXN001062,ORD00745,P008,1,0.15,1870.0
TXN001063,ORD00745,P011,5,0.05,104500.0
TXN001064,ORD00746,P002,1,0.05,26600.0
TXN001065,ORD00746,P005,1,0.15,10200.0
TXN001066,ORD00747,P004,1,0.02,17640.0
TXN001067,ORD00747,P010,1,0.15,11900.0
TXN001068,ORD00748,P007,3,0.05,5130.0
TXN001069,ORD00749,P004,4,0.05,68400.0
TXN001070,ORD00750,P006,1,0.0,15000.0
TXN001071,ORD00750,P012,1,0.0,4500.0
TXN001072,ORD00751,P002,2,0.1,50400.0
TXN001073,ORD00752,P010,2,0.1,25200.0
