order_id,customer_id,order_date,sales_channel,order_status
ORD00516,CUST0458,2024-08-12,Online,Completed
ORD00517,CUST0285,2025-02-14,Store,Completed
ORD00518,CUST0040,2025-04-11,Store,Completed
ORD00519,CUST0495,2025-10-26,Distributor,Completed
ORD00520,CUST0023,2024-05-25,Online,Completed
ORD00521,CUST0057,2025-09-23,Store,Completed
ORD00522,CUST0478,2024-08-22,Online,Cancelled
ORD00523,CUST0057,2025-03-10,Online,Completed
ORD00524,CUST0370,2024-10-31,Distributor,Completed
ORD00525,CUST0204,2024-02-18,Distributor,Completed
ORD00526,CUST0100,2025-09-25,Distributor,Cancelled
ORD00527,CUST0009,2025-07-20,Online,Completed
ORD00528,CUST0475,2025-08-26,Store,Cancelled
ORD00529,CUST0236,2024-12-23,Distributor,Completed
ORD00530,CUST0307,2024-11-28,Online,Completed
ORD00531,CUST0128,2025-04-10,Store,Completed
ORD00532,CUST0467,2025-09-05,Online,Completed
ORD00533,CUST0496,2025-04-12,Store,Completed
ORD00534,CUST0187,2025-05-20,Store,Completed
ORD00535,CUST0090,2025-09-21,Distributor,Completed
ORD00536,CUST0127,2024-10-24,Online,Completed
ORD00537,CUST0297,2025-03-26,Store,Completed
ORD00538,CUST0385,2024-08-25,Online,Completed
ORD00539,CUST0225,2025-01-30,Store,Cancelled
ORD00540,CUST0210,2025-03-16,Store,Completed
ORD00541,CUST0183,2025-05-04,Online,Completed
ORD00542,CUST0460,2024-12-05,Distributor,Cancelled
ORD00543,CUST0198,2024-09-03,Distributor,Completed
ORD00544,CUST0189,2025-12-24,Online,Completed
ORD00545,CUST0120,2025-12-14,Online,Cancelled
ORD00546,CUST0084,2024-10-21,Online,Cancelled
ORD00547,CUST0223,2024-04-01,Distributor,Cancelled
ORD00548,CUST0324,2025-04-11,Store,Completed
ORD00549,CUST0074,2024-10-17,Distributor,Cancelled
ORD00550,CUST0132,2024-09-02,Distributor,Completed
ORD00551,CUST0186,2025-09-23,Store,Cancelled
ORD00552,CUST0137,2025-05-14,Distributor,Completed
ORD00553,CUST0115,2025-04-06,Store,Cancelled
ORD00554,CUST0201,2024-11-16,Online,Completed
ORD00555,CUST0388,2024-05-01,Store,Completed
ORD00556,CUST0058,2024-11-14,Store,Completed
ORD00557,CUST0370,2025-09-15,Store,Completed
ORD00558,CUST0437,2024-04-25,Store,Cancelled
ORD00559,CUST0004,2025-06-21,Online,Cancelled
ORD00560,CUST0292,2024-04-02,Store,Completed
ORD00561,CUST0093,2025-07-27,Store,Completed
ORD00562,CUST0134,2025-01-22,Store,Completed
ORD00563,CUST0242,2025-06-22,Online,Completed
ORD00564,CUST0023,2025-03-28,Distributor,Completed
ORD00565,CUST0255,2025-05-18,Store,Completed
ORD00566,CUST0102,2024-06-19,Online,Completed
ORD00567,CUST0152,2025-03-07,Online,Completed
ORD00568,CUST0429,2025-03-10,Distributor,Cancelled
ORD00569,CUST0172,2024-11-30,Online,Cancelled
ORD00570,CUST0225,2025-12-01,Store,Completed
ORD00571,CUST0210,2024-06-07,Store,Completed
ORD00572,CUST0422,2024-08-30,Store,Completed
ORD00573,CUST0200,2024-07-09,Distributor,Completed
ORD00574,CUST0272,2024-06-03,Store,Completed
ORD00575,CUST0361,2024-07-22,Online,Cancelled
ORD00576,CUST0144,2025-07-11,Online,Completed
ORD00577,CUST0466,2024-10-15,Store,Cancelled
ORD00578,CUST0473,2024-10-24,Online,Completed
ORD00579,CUST0382,2024-07-09,Store,Completed
ORD00580,CUST0431,2025-07-31,Distributor,Cancelled
ORD00581,CUST0435,2024-12-13,Store,Completed
ORD00582,CUST0320,2025-02-08,Distributor,Completed
ORD00583,CUST0342,2025-07-17,Distributor,Completed
ORD00584,CUST0286,2025-07-25,Store,Completed
ORD00585,CUST0282,2025-11-20,Store,Completed
ORD00586,CUST0078,2025-02-06,Online,Completed
ORD00587,CUST0469,2025-12-17,Store,Cancelled
ORD00588,CUST0079,2025-04-03,Online,Cancelled
ORD00589,CUST0250,2025-04-11,Store,Completed
ORD00590,CUST0342,2024-08-24,Store,Cancelled
ORD00591,CUST0336,2024-03-22,Store,Completed
ORD00592,CUST0104,2024-09-14,Online,Completed
ORD00593,CUST0328,2025-12-28,Distributor,Completed
ORD00594,CUST0121,2024-01-04,Distributor,Completed
ORD00595,CUST0379,2025-12-08,Online,Completed
ORD00596,CUST0413,2024-12-06,Distributor,Completed
ORD00597,CUST0438,2025-04-30,Online,Completed
ORD00598,CUST0315,2025-12-11,Online,Completed
ORD00599,CUST0110,2025-10-21,Distributor,Completed
ORD00600,CUST0464,2025-06-14,Online,Completed
ORD00601,CUST0280,2024-02-11,Online,Completed
ORD00602,CUST0299,2024-02-27,Online,Completed
ORD00603,CUST0265,2025-02-08,Store,Completed
ORD00604,CUST0047,2025-10-20,Store,Completed
ORD00605,CUST0245,2024-05-02,Online,Completed
ORD00606,CUST0015,2025-03-06,Distributor,Completed
ORD00607,CUST0135,2025-08-21,Store,Cancelled
ORD00608,CUST0343,2025-04-27,Store,Completed
ORD00609,CUST0232,2025-09-13,Online,Cancelled
ORD00610,CUST0080,2025-03-28,Online,Completed
ORD00611,CUST0415,2024-03-30,Distributor,Completed
ORD00612,CUST0116,2025-11-16,Store,Completed
ORD00613,CUST0190,2024-07-02,Online,Completed
ORD00614,CUST0420,2024-10-08,Online,Completed
ORD00615,CUST0348,2024-10-19,Store,Completed
ORD00616,CUST0029,2025-05-15,Online,Completed
ORD00617,CUST0329,2025-02-06,Store,Completed
ORD00618,CUST0222,2025-03-01,Distributor,Completed
ORD00619,CUST0331,2024-03-28,Distributor,Completed
ORD00620,CUST0303,2024-10-30,Store,Completed
ORD00621,CUST0262,2025-03-09,Distributor,Completed
ORD00622,CUST0003,2024-10-08,Distributor,Completed
ORD00623,CUST0301,2025-03-08,Distributor,Completed
ORD00624,CUST0446,2024-02-25,Distributor,Completed
ORD00625,CUST0064,2025-03-08,Store,Completed
ORD00626,CUST0388,2025-05-30,Store,Completed
ORD00627,CUST0180,2025-04-24,Store,Completed
ORD00628,CUST0456,2025-04-16,Online,Completed
ORD00629,CUST0205,2024-12-25,Store,Completed
ORD00630,CUST0030,2025-11-16,Store,Completed
ORD00631,CUST0473,2025-02-16,Store,Completed
ORD00632,CUST0292,2025-12-10,Online,Completed
ORD00633,CUST0420,2025-05-05,Online,Completed
ORD00634,CUST0360,2024-04-10,Online,Completed
ORD00635,CUST0233,2025-09-06,Store,Completed
ORD00636,CUST0187,2025-06-20,Store,Completed
ORD00637,CUST0326,2024-12-13,Store,Completed
ORD00638,CUST0061,2025-07-02,Distributor,Completed
ORD00639,CUST0173,2024-12-21,Distributor,Completed
ORD00640,CUST0214,2025-05-25,Store,Completed
ORD00641,CUST0295,2024-06-07,Distributor,Completed
ORD00642,CUST0227,2024-12-15,Store,Cancelled
ORD00643,CUST0300,2025-08-06,Distributor,Completed
ORD00644,CUST0360,2024-12-09,Store,Cancelled
ORD00645,CUST0203,2025-06-23,Distributor,Completed
ORD00646,CUST0262,2025-08-23,Store,Completed
ORD00647,CUST0323,2024-04-18,Online,Completed
ORD00648,CUST0424,2025-09-15,Store,Completed
ORD00649,CUST0495,2024-03-27,Store,Completed
ORD00650,CUST0064,2025-01-07,Distributor,Completed
ORD00651,CUST0210,2025-11-29,Store,Completed
ORD00652,CUST0333,2025-01-25,Distributor,Completed
ORD00653,CUST0100,2024-03-14,Store,Completed
ORD00654,CUST0344,2024-09-05,Online,Completed
ORD00655,CUST0019,2024-01-11,Store,Completed
ORD00656,CUST0127,2024-10-02,Store,Completed
ORD00657,CUST0134,2025-02-16,Distributor,Completed
ORD00658,CUST0292,2024-11-13,Store,Completed
ORD00659,CUST0185,2024-02-17,Distributor,Completed
ORD00660,CUST0171,2024-03-02,Online,Completed
ORD00661,CUST0311,2025-11-01,Store,Completed
ORD00662,CUST0076,2024-07-20,Online,Completed
ORD00663,CUST0051,2024-11-03,Online,Completed
ORD00664,CUST0116,2025-08-21,Online,Completed
ORD00665,CUST0472,2025-08-06,Online,Completed
ORD00666,CUST0157,2025-07-17,Online,Completed
ORD00667,CUST0285,2024-07-24,Store,Completed
ORD00668,CUST0244,2024-03-15,Store,Cancelled
ORD00669,CUST0209,2025-03-23,Store,Completed
ORD00670,CUST0038,2024-03-16,Online,Completed
ORD00671,CUST0183,2024-07-03,Online,Completed
ORD00672,CUST0486,2024-03-04,Online,Completed
ORD00673,CUST0200,2024-04-26,Distributor,Completed
ORD00674,CUST0271,2025-12-20,Store,Completed
ORD00675,CUST0378,2025-04-28,Online,Completed
ORD00676,CUST0009,2025-05-20,Store,Completed
ORD00677,CUST0128,2024-02-15,Store,Completed
ORD00678,CUST0491,2025-04-19,Store,Completed
ORD00679,CUST0252,2024-08-15,Store,Completed
ORD00680,CUST0192,2024-02-12,Distributor,Completed
ORD00681,CUST0330,2025-06-06,Online,Completed
ORD00682,CUST0415,2024-02-16,Store,Completed
ORD00683,CUST0010,2025-07-24,Distributor,Completed
ORD00684,CUST0112,2025-10-01,Store,Completed
ORD00685,CUST0449,2025-05-20,Store,Completed
ORD00686,CUST0393,2025-01-16,Store,Completed
ORD00687,CUST0301,2024-07-24,Store,Completed
ORD00688,CUST0324,2024-08-08,Distributor,Completed
ORD00689,CUST0140,2024-06-29,Distributor,Completed
ORD00690,CUST0333,2024-02-09,Online,Completed
ORD00691,CUST0208,2025-10-22,Online,Completed
ORD00692,CUST0422,2024-10-07,Online,Completed
ORD00693,CUST0166,2024-11-08,Distributor,Completed
ORD00694,CUST0312,2025-10-24,Store,Completed
ORD00695,CUST0027,2025-07-23,Online,Cancelled
ORD00696,CUST0343,2024-12-29,Online,Completed
ORD00697,CUST0342,2025-12-22,Distributor,Completed
ORD00698,CUST0409,2025-11-05,Store,Completed
ORD00699,CUST0097,2025-06-27,Online,Cancelled
ORD00700,CUST0113,2025-02-02,Distributor,Completed
ORD00701,CUST0284,2025-04-10,Online,Completed
ORD00702,CUST0060,2024-04-04,Online,Completed
ORD00703,CUST0165,2025-04-01,Online,Completed
ORD00704,CUST0077,2025-01-26,Distributor,Completed
ORD00705,CUST0454,2025-01-28,Store,Completed
ORD00706,CUST0429,2024-05-05,Store,Completed
ORD00707,CUST0199,2025-03-09,Store,Completed
ORD00708,CUST0490,2024-06-28,Store,Cancelled
ORD00709,CUST0195,2025-06-07,Distributor,Completed
ORD00710,CUST0023,2025-10-26,Distributor,Completed
ORD00711,CUST0018,2024-04-24,Distributor,Cancelled
ORD00712,CUST0484,2025-06-16,Store,Completed
ORD00713,CUST0092,2025-10-26,Store,Completed
ORD00714,CUST0166,2025-02-19,Store,Completed
ORD00715,CUST0193,2025-12-19,Distributor,Completed
ORD00716,CUST0158,2025-08-14,Distributor,Completed
ORD00717,CUST0274,2025-04-04,Online,Completed
ORD00718,CUST0048,2024-10-28,Distributor,Completed
ORD00719,CUST0013,2024-12-18,Distributor,Completed
ORD00720,CUST0138,2025-07-02,Distributor,Completed
ORD00721,CUST0432,2025-12-12,Online,Completed
ORD00722,CUST0443,2025-05-14,Store,Cancelled
ORD00723,CUST0034,2024-12-29,Store,Completed
ORD00724,CUST0122,2024-04-22,Distributor,Completed
ORD00725,CUST0045,2025-09-28,Store,Completed
ORD00726,CUST0015,2024-03-19,Online,Completed
ORD00727,CUST0340,2025-07-23,Online,Cancelled
ORD00728,CUST0215,2025-09-21,Store,Completed
ORD00729,CUST0134,2024-04-16,Store,Completed
ORD00730,CUST0223,2025-11-30,Store,Completed
ORD00731,CUST0344,2025-11-26,Distributor,Completed
ORD00732,CUST0288,2025-01-13,Store,Cancelled
ORD00733,CUST0050,2025-03-30,Store,Cancelled
ORD00734,CUST0404,2025-10-30,Store,Cancelled
ORD00735,CUST0112,2024-03-18,Store,Completed
ORD00736,CUST0285,2024-03-11,Distributor,Cancelled
ORD00737,CUST0409,2024-04-30,Store,Completed
ORD00738,CUST0179,2025-05-17,Online,Completed
ORD00739,CUST0081,2024-02-04,Store,Cancelled
ORD00740,CUST0391,2025-10-25,Distributor,Cancelled
ORD00741,CUST0210,2025-08-27,Online,Completed
ORD00742,CUST0102,2024-08-26,Distributor,Cancelled
ORD00743,CUST0095,2024-07-28,Distributor,Completed
ORD00744,CUST0291,2025-01-06,Online,Completed
ORD00745,CUST0005,2025-12-17,Store,Completed
ORD00746,CUST0392,2025-06-23,Online,Completed
ORD00747,CUST0258,2025-08-04,Store,Completed
ORD00748,CUST0396,2024-06-12,Online,Completed
ORD00749,CUST0380,2024-03-15,Online,Cancelled
ORD00750,CUST0235,2024-03-23,Distributor,Completed
ORD00751,CUST0310,2024-10-09,Online,Completed
ORD00752,CUST0150,2024-05-23,Distributor,Completed
ORD00753,CUST0200,2025-08-05,Distributor,Completed
ORD00754,CUST0063,2025-12-18,Store,Completed
ORD00755,CUST0208,2024-09-04,Online,Completed
ORD00756,CUST0237,2025-07-07,Distributor,Completed
ORD00757,CUST0210,2025-08-11,Distributor,Cancelled
ORD00758,CUST0152,2025-01-11,Store,Completed
ORD00759,CUST0328,2025-02-16,Store,Completed
ORD00760,CUST0304,2024-09-26,Online,Completed
ORD00761,CUST0063,2025-05-28,Distributor,Completed
ORD00762,CUST0342,2024-01-14,Store,Cancelled
ORD00763,CUST0278,2025-10-20,Store,Cancelled
ORD00764,CUST0142,2024-03-09,Distributor,Completed
ORD00765,CUST0413,2024-08-20,Online,Completed
ORD00766,CUST0060,2025-10-06,Store,Cancelled
ORD00767,CUST0459,2024-08-29,Distributor,Completed
ORD00768,CUST0480,2024-11-18,Online,Cancelled
ORD00769,CUST0236,2025-08-22,Distributor,Completed
ORD00770,CUST0409,2024-08-14,Online,Completed
ORD00771,CUST0047,2025-07-09,Distributor,Completed
ORD00772,CUST0040,2024-11-06,Distributor,Completed
ORD00773,CUST0185,2024-12-04,Online,Completed
ORD00774,CUST0315,2025-07-05,Online,Cancelled
ORD00775,CUST0387,2024-10-25,Distributor,Completed
ORD00776,CUST0018,2024-11-14,Distributor,Cancelled
ORD00777,CUST0465,2024-07-07,Store,Completed
ORD00778,CUST0295,2024-09-11,Online,Completed
ORD00779,CUST0196,2025-12-02,Online,Completed
ORD00780,CUST0335,2024-11-11,Store,Completed
ORD00781,CUST0039,2025-12-15,Online,Completed
ORD00782,CUST0210,2024-06-13,Online,Completed
ORD00783,CUST0030,2025-01-06,Online,Completed
ORD00784,CUST0489,2025-05-15,Store,Completed
ORD00785,CUST0497,2025-02-17,Online,Completed
ORD00786,CUST0199,2025-05-05,Online,Completed
ORD00787,CUST0386,2025-03-07,Distributor,Completed
ORD00788,CUST0411,2025-12-02,Store,Completed
ORD00789,CUST0345,2025-07-12,Store,Completed
ORD00790,CUST0127,2024-06-29,Online,Completed
ORD00791,CUST0144,2024-10-27,Distributor,Completed
ORD00792,CUST0239,2024-01-28,Online,Completed
ORD00793,CUST0374,2025-02-13,Distributor,Cancelled
ORD00794,CUST0432,2024-02-29,Online,Completed
ORD00795,CUST0232,2024-01-01,Store,Completed
ORD00796,CUST0487,2025-07-18,Online,Cancelled
ORD00797,CUST0263,2024-08-23,Store,Cancelled
ORD00798,CUST0032,2024-05-06,Online,Cancelled
ORD00799,CUST0229,2024-07-10,Online,Completed
ORD00800,CUST0204,2025-04-25,Distributor,Completed
ORD00801,CUST0357,2024-08-18,Distributor,Cancelled
ORD00802,CUST0356,2024-12-13,Distributor,Completed
ORD00803,CUST0003,2024-08-06,Store,Completed
ORD00804,CUST0187,2024-07-14,Store,Completed
ORD00805,CUST0076,2025-09-28,Online,Completed
ORD00806,CUST0236,2024-08-02,Store,Completed
ORD00807,CUST0200,2025-07-16,Store,Completed
ORD00808,CUST0259,2024-06-24,Distributor,Completed
ORD00809,CUST0134,2025-09-18,Online,Completed
ORD00810,CUST0081,2025-02-24,Distributor,Completed
ORD00811,CUST0356,2025-07-04,Online,Cancelled
ORD00812,CUST0261,2024-05-17,Distributor,Completed
ORD00813,CUST0108,2025-06-23,Online,Completed
ORD00814,CUST0390,2024-11-13,Online,Completed
ORD00815,CUST0139,2024-01-09,Store,Cancelled
ORD00816,CUST0318,2024-09-29,Store,Completed
ORD00817,CUST0279,2024-11-30,Distributor,Completed
ORD00818,CUST0342,2024-02-14,Online,Completed
ORD00819,CUST0183,2024-04-01,Online,Completed
ORD00820,CUST0215,2025-01-14,Distributor,Completed
ORD00821,CUST0087,2024-10-19,Distributor,Completed
ORD00822,CUST0449,2025-03-18,Distributor,Completed
ORD00823,CUST0253,2025-09-17,Distributor,Completed
ORD00824,CUST0219,2025-06-24,Store,Completed
ORD00825,CUST0381,2024-07-26,Online,Completed
ORD00826,CUST0074,2025-04-18,Store,Completed
ORD00827,CUST0366,2025-10-19,Online,Completed
ORD00828,CUST0053,2024-02-18,Distributor,Cancelled
ORD00829,CUST0306,2024-10-07,Distributor,Completed
ORD00830,CUST0295,2024-05-04,Online,Completed
ORD00831,CUST0004,2025-10-12,Online,Completed
ORD00832,CUST0049,2025-12-07,Store,Completed
ORD00833,CUST0141,2025-04-01,Distributor,Completed
ORD00834,CUST0361,2024-07-10,Store,Completed
ORD00835,CUST0370,2025-05-31,Online,Completed
ORD00836,CUST0065,2024-05-23,Distributor,Completed
ORD00837,CUST0443,2024-03-02,Store,Completed
ORD00838,CUST0419,2024-09-04,Online,Completed
ORD00839,CUST0273,2025-02-16,Online,Cancelled
ORD00840,CUST0451,2024-03-23,Distributor,Completed
ORD00841,CUST0342,2025-12-24,Store,Completed
ORD00842,CUST0270,2025-12-22,Store,Completed
ORD00843,CUST0408,2024-07-20,Store,Cancelled
ORD00844,CUST0415,2024-03-14,Store,Completed
ORD00845,CUST0028,2024-09-25,Distributor,Completed
ORD00846,CUST0153,2024-07-08,Online,Completed
ORD00847,CUST0219,2024-03-05,Distributor,Cancelled
ORD00848,CUST0278,2025-07-30,Store,Completed
ORD00849,CUST0409,2024-12-30,Online,Cancelled
ORD00850,CUST0335,2024-08-17,Store,Cancelled
ORD00851,CUST0002,2025-11-22,Store,Completed
ORD00852,CUST0089,2025-03-05,Store,Cancelled
ORD00853,CUST0188,2024-07-21,Online,Completed
ORD00854,CUST0182,2025-11-24,Distributor,Completed
ORD00855,CUST0243,2024-08-18,Distributor,Completed
ORD00856,CUST0496,2024-03-06,Store,Completed
ORD00857,CUST0413,2024-10-25,Store,Completed
ORD00858,CUST0293,2025-09-23,Store,Completed
ORD00859,CUST0250,2024-11-04,Distributor,Completed
ORD00860,CUST0206,2025-12-06,Online,Completed
ORD00861,CUST0152,2025-02-17,Distributor,Completed
ORD00862,CUST0164,2024-11-03,Distributor,Cancelled
ORD00863,CUST0268,2025-12-10,Online,Completed
ORD00864,CUST0061,2025-12-12,Online,Cancelled
ORD00865,CUST0031,2025-07-03,Distributor,Completed
ORD00866,CUST0140,2024-05-15,Store,Cancelled
ORD00867,CUST0335,2024-09-28,Online,Completed
ORD00868,CUST0243,2024-03-24,Online,Completed
ORD00869,CUST0259,2025-07-08,Distributor,Completed
ORD00870,CUST0234,2025-06-11,Distributor,Cancelled
ORD00871,CUST0353,2025-04-11,Store,Completed
ORD00872,CUST0073,2025-04-15,Distributor,Cancelled
ORD00873,CUST0370,2024-01-27,Store,Cancelled
ORD00874,CUST0281,2024-03-26,Online,Completed
ORD00875,CUST0465,2025-11-17,Distributor,Cancelled
ORD00876,CUST0448,2025-01-13,Store,Cancelled
ORD00877,CUST0035,2024-11-18,Online,Completed
ORD00878,CUST0434,2024-02-05,Distributor,Completed
ORD00879,CUST0150,2025-02-27,Distributor,Completed
ORD00880,CUST0374,2024-11-11,Online,Completed
ORD00881,CUST0363,2024-10-28,Distributor,Completed
ORD00882,CUST0492,2025-03-31,Store,Completed
ORD00883,CUST0248,2024-11-02,Online,Completed
ORD00884,CUST0297,2025-07-17,Distributor,Completed
ORD00885,CUST0270,2024-08-29,Online,Completed
ORD00886,CUST0415,2024-01-07,Store,Cancelled
ORD00887,CUST0100,2024-11-01,Store,Completed
ORD00888,CUST0386,2025-09-25,Distributor,Completed
ORD00889,CUST0476,2024-08-31,Store,Completed
ORD00890,CUST0499,2025-07-30,Online,Completed
ORD00891,CUST0060,2025-11-23,Online,Cancelled
ORD00892,CUST0189,2024-03-03,Store,Completed
ORD00893,CUST0393,2024-09-03,Online,Cancelled
ORD00894,CUST0427,2024-08-11,Online,Completed
ORD00895,CUST0268,2024-08-28,Store,Completed
ORD00896,CUST0104,2025-08-21,Store,Completed
ORD00897,CUST0189,2024-07-27,Distributor,Completed
ORD00898,CUST0470,2025-07-28,Online,Completed
ORD00899,CUST0082,2024-03-14,Distributor,Cancelled
ORD00900,CUST0244,2025-12-25,Distributor,Completed
ORD00901,CUST0454,2025-05-25,Store,Completed
ORD00902,CUST0014,2024-04-27,Distributor,Completed
ORD00903,CUST0096,2025-07-01,Online,Completed
ORD00904,CUST0347,2024-09-02,Online,Completed
ORD00905,CUST0171,2025-10-16,Store,Completed
ORD00906,CUST0113,2024-10-21,Online,Completed
ORD00907,CUST0021,2024-05-28,Online,Completed
ORD00908,CUST0406,2024-09-28,Distributor,Completed
ORD00909,CUST0451,2025-08-26,Online,Cancelled
ORD00910,CUST0221,2024-12-01,Online,Completed
ORD00911,CUST0287,2024-08-10,Store,Completed
ORD00912,CUST0425,2025-04-06,Online,Cancelled
ORD00913,CUST0491,2025-08-16,Online,Cancelled
ORD00914,CUST0351,2024-04-02,Distributor,Completed
ORD00915,CUST0441,2024-10-05,Online,Completed
ORD00916,CUST0079,2024-12-29,Online,Cancelled
ORD00917,CUST0290,2024-05-16,Distributor,Cancelled
ORD00918,CUST0166,2024-03-29,Online,Cancelled
ORD00919,CUST0147,2024-07-16,Online,Completed
ORD00920,CUST0162,2025-03-26,Store,Completed
ORD00921,CUST0188,2024-04-24,Store,Completed
ORD00922,CUST0472,2025-12-31,Store,Cancelled
ORD00923,CUST0283,2024-09-12,Online,Completed
ORD00924,CUST0394,2025-07-08,Distributor,Completed
ORD00925,CUST0125,2024-03-17,Online,Completed
ORD00926,CUST0233,2025-08-28,Store,Completed
ORD00927,CUST0053,2025-10-06,Distributor,Completed
ORD00928,CUST0371,2024-10-08,Online,Cancelled
ORD00929,CUST0114,2024-06-24,Online,Completed
ORD00930,CUST0349,2024-10-12,Distributor,Completed
ORD00931,CUST0220,2025-01-11,Distributor,Completed
ORD00932,CUST0437,2024-05-05,Store,Cancelled
ORD00933,CUST0427,2024-06-10,Online,Completed
ORD00934,CUST0067,2024-05-02,Online,Completed
ORD00935,CUST0095,2025-05-23,Online,Completed
ORD00936,CUST0034,2024-11-04,Distributor,Completed
ORD00937,CUST0048,2024-11-23,Online,Completed
ORD00938,CUST0239,2024-01-30,Distributor,Completed
ORD00939,CUST0179,2024-04-16,Distributor,Completed
ORD00940,CUST0402,2025-08-23,Online,Cancelled
ORD00941,CUST0471,2025-09-01,Distributor,Completed
ORD00942,CUST0044,2025-08-01,Online,Completed
ORD00943,CUST0108,2025-10-16,Distributor,Completed
ORD00944,CUST0307,2025-08-14,Store,Completed
ORD00945,CUST0226,2025-01-15,Store,Completed
ORD00946,CUST0225,2024-07-20,Online,Completed
ORD00947,CUST0389,2024-03-06,Store,Completed
ORD00948,CUST0295,2024-06-02,Online,Cancelled
ORD00949,CUST0390,2025-02-20,Distributor,Completed
ORD00950,CUST0409,2025-12-17,Online,Completed
ORD00951,CUST0338,2024-01-23,Distributor,Completed
ORD00952,CUST0175,2024-02-01,Store,Completed
ORD00953,CUST0110,2024-11-07,Store,Completed
ORD00954,CUST0181,2024-04-27,Store,Completed
ORD00955,CUST0311,2025-10-14,Online,Completed
ORD00956,CUST0030,2024-10-13,Store,Completed
ORD00957,CUST0281,2025-09-05,Online,Completed
ORD00958,CUST0412,2025-10-28,Distributor,Completed
ORD00959,CUST0019,2024-06-13,Store,Cancelled
ORD00960,CUST0190,2024-04-06,Distributor,Completed
ORD00961,CUST0240,2024-09-20,Distributor,Completed
ORD00962,CUST0056,2024-03-21,Online,Completed
ORD00963,CUST0148,2025-06-29,Online,Completed
ORD00964,CUST0420,2024-06-10,Store,Completed
ORD00965,CUST0444,2025-05-27,Distributor,Completed
ORD00966,CUST0071,2024-08-03,Online,Cancelled
ORD00967,CUST0251,2025-08-17,Distributor,Completed
ORD00968,CUST0293,2025-08-13,Store,Completed
ORD00969,CUST0012,2024-02-21,Distributor,Completed
ORD00970,CUST0361,2024-09-05,Online,Cancelled
ORD00971,CUST0252,2025-09-09,Online,Completed
ORD00972,CUST0465,2025-11-07,Online,Completed
ORD00973,CUST0238,2024-01-27,Online,Completed
ORD00974,CUST0449,2025-01-03,Store,Completed
ORD00975,CUST0384,2025-05-25,Online,Completed
ORD00976,CUST0323,2024-06-24,Store,Completed
ORD00977,CUST0495,2024-11-13,Distributor,Completed
ORD00978,CUST0256,2024-03-09,Store,Completed
ORD00979,CUST0056,2025-02-07,Online,Completed
ORD00980,CUST0038,2025-05-15,Online,Completed
ORD00981,CUST0168,2025-08-28,Store,Completed
ORD00982,CUST0293,2024-04-20,Distributor,Completed
ORD00983,CUST0142,2025-09-25,Store,Completed
ORD00984,CUST0178,2024-01-03,Distributor,Completed
ORD00985,CUST0202,2025-12-21,Distributor,Cancelled
ORD00986,CUST0216,2024-06-24,Distributor,Completed
ORD00987,CUST0078,2025-08-31,Online,Completed
ORD00988,CUST0199,2024-06-24,Online,Cancelled
ORD00989,CUST0263,2024-12-08,Store,Completed
ORD00990,CUST0114,2024-01-21,Store,Completed
ORD00991,CUST0213,2025-03-28,Distributor,Cancelled
ORD00992,CUST0213,2024-05-13,Online,Completed
ORD00993,CUST0160,2025-03-06,Store,Completed
ORD00994,CUST0115,2025-04-12,Online,Completed
ORD00995,CUST0091,2025-10-26,Distributor,Completed
ORD00996,CUST0487,2024-06-25,Online,Completed
ORD00997,CUST0246,2025-08-12,Online,Completed
ORD00998,CUST0320,2024-10-07,Online,Completed
ORD00999,CUST0087,2024-04-14,Distributor,Completed
ORD01000,CUST0271,2024-12-09,Store,Cancelled
ORD01001,CUST0158,2024-02-08,Online,Completed
ORD01002,CUST0429,2025-01-25,Online,Completed
ORD01003,CUST0285,2025-07-26,Online,Completed
ORD01004,CUST0134,2024-04-07,Distributor,Cancelled
ORD01005,CUST0114,2025-09-05,Distributor,Cancelled
ORD01006,CUST0108,2024-03-01,Distributor,Completed
ORD01007,CUST0013,2025-07-01,Distributor,Completed
ORD01008,CUST0452,2025-08-14,Online,Completed
ORD01009,CUST0133,2024-12-31,Online,Completed
ORD01010,CUST0254,2025-11-03,Distributor,Completed
ORD01011,CUST0452,2025-04-29,Distributor,Completed
ORD01012,CUST0381,2025-11-08,Store,Completed
ORD01013,CUST0259,2025-06-20,Store,Completed
ORD01014,CUST0449,2025-10-01,Online,Completed
ORD01015,CUST0421,2025-05-06,Store,Completed
ORD01016,CUST0319,2025-10-18,Store,Completed
ORD01017,CUST0184,2025-01-04,Online,Completed
ORD01018,CUST0236,2025-10-16,Distributor,Completed
ORD01019,CUST0491,2024-03-13,Store,Completed
ORD01020,CUST0389,2024-10-12,Store,Completed
ORD01021,CUST0080,2024-05-01,Distributor,Completed
ORD01022,CUST0078,2025-11-07,Online,Cancelled
ORD01023,CUST0292,2025-06-26,Online,Completed
ORD01024,CUST0483,2025-03-21,Online,Completed
ORD01025,CUST0143,2024-05-23,Distributor,Cancelled
ORD01026,CUST0292,2025-01-17,Online,Completed
ORD01027,CUST0071,2025-08-01,Store,Completed
ORD01028,CUST0357,2025-03-28,Store,Completed
ORD01029,CUST0195,2025-06-17,Store,Completed
ORD01030,CUST0107,2024-11-16,Online,Completed
ORD01031,CUST0309,2025-11-11,Distributor,Completed
ORD01032,CUST0048,2025-08-10,Online,Completed
ORD01033,CUST0163,2025-01-09,Distributor,Completed
